epoch,loss,mrcnn_bbox_loss,mrcnn_class_loss,mrcnn_mask_loss,rpn_bbox_loss,rpn_class_loss,val_loss,val_mrcnn_bbox_loss,val_mrcnn_class_loss,val_mrcnn_mask_loss,val_rpn_bbox_loss,val_rpn_class_loss
0,1.3449897769093513,0.4743225469812751,0.11855175423086621,0.5065517886728048,0.2371857258863747,0.008376437370898202,1.4765961241722108,0.6967626982927322,0.04851553178858012,0.2541656470298767,0.46996222823858264,0.0071885033696889875
1,0.7484321247041226,0.2247118328884244,0.10148548678611405,0.21669059067964555,0.19458123377524317,0.010961436664219946,1.8531357908248902,0.7100965714454651,0.120977184465155,0.29486156076192854,0.7142909187078476,0.012908073286525905
2,0.983513443171978,0.23931777387857436,0.045714173042797415,0.2496247338503599,0.43326044341549275,0.015594776960206218,1.2792052960395812,0.3806710262596607,0.14665355677716435,0.3811563715338707,0.3580083465576172,0.012714451876236125
3,0.8515890219807625,0.19411434809677303,0.03670312055037229,0.19285234816372396,0.417776895230636,0.010140765508986078,1.642404510974884,0.4953420427441597,0.08039843830047175,0.3853072389960289,0.6591542840003968,0.02220101486891508
4,0.7392864814400673,0.19330492423847317,0.031182567338692024,0.2560020451247692,0.24855126349255444,0.010244144833559404,1.8492917680740357,0.4035624381899834,0.1482125122845173,0.307938185185194,0.9808573305606842,0.008719787709705997
5,0.5269044509530068,0.10902850298210978,0.04692301532253623,0.17033351115882397,0.195768623794429,0.004849254237033165,1.542559106349945,0.2933385190367699,0.1994006371498108,0.37578979432582854,0.6688903126120568,0.0051383200765121725
6,0.842250923588872,0.17089708488434552,0.06282430527731776,0.20789572279900312,0.3939791840314865,0.006653075207723304,1.1406013071537018,0.29428032398223875,0.07045933164656162,0.3124744598567486,0.45272168099880217,0.010663954610063229
7,0.6338152844458819,0.13153176709078251,0.06107075811480172,0.17127852380275727,0.2584919735975564,0.011440718673402444,1.1337671148777009,0.41345971167087553,0.08486790310591459,0.2720336762070656,0.350487163066864,0.012917116060853004
8,0.6749295435845852,0.15970683945342898,0.05131492979504401,0.1727963850274682,0.2777528502233326,0.013356974451162386,1.269152617454529,0.34760197103023527,0.12327350461855531,0.3111979277431965,0.4822597467899323,0.004817912942962721
9,0.7259586490690708,0.14735645188018678,0.05167706115636975,0.18583708450198175,0.3307621032744646,0.010324390234745805,0.9998639047145843,0.2551046867668629,0.026587226446717977,0.17333072811365127,0.5391727346181869,0.005666969260200858
10,0.5232712101191282,0.10537027765065432,0.038827612609020436,0.131561032384634,0.23710455714724957,0.010406145396409557,1.3386640644073486,0.3893196988105774,0.04707183044403791,0.37735909432172776,0.5124202197790146,0.012491654714103788
11,0.77980657979846,0.16824285365641117,0.05349609935190529,0.24089834965765478,0.3035646102763712,0.013603079527965746,1.2520981454849243,0.26781742841005324,0.05942923653870821,0.26447735249996185,0.6562395471334458,0.00413300629646983
12,0.44096261270344256,0.07580750550143421,0.02067617586464614,0.14864828549325465,0.18745081959292292,0.00837823336769361,1.1498919987678529,0.2508815661072731,0.18389355201274157,0.27251936092972756,0.4319076207280159,0.010688319825567305
13,0.3915395814180374,0.07600811252370476,0.039541952446743384,0.10258557174354792,0.16626492706127466,0.0071374307165388015,0.9879006826877594,0.2335169643163681,0.04636974912136793,0.1106694221496582,0.5891922634840011,0.008150700740516185
14,0.44717721089720724,0.09448287002742291,0.05100969747174531,0.11285059060901403,0.18215071716345846,0.006681740954081761,1.6124922358989715,0.40145265847444533,0.10671770449727774,0.3821295695006847,0.7123677444458008,0.009822960239835083
15,0.4559375713020563,0.09554942472837866,0.04001903793359816,0.13369415663182735,0.1827333109639585,0.003940035853884183,1.2865527534484864,0.45589695632457733,0.05761972263571806,0.23640127941966058,0.5278575253486634,0.00877559562009992
16,0.6080226381123066,0.1238338544499129,0.0397398865246214,0.15213698498904704,0.2884786946326494,0.003831601762358332,0.8023093509674072,0.26971804022789003,0.04009191308170557,0.21961307913064956,0.2702073635160923,0.0026773574040271342
17,0.5349080890417099,0.13310570016503334,0.04801959252916276,0.17397212609648705,0.17501500996295363,0.004794051666103769,1.3501501607894897,0.38402458518743515,0.0957645876891911,0.41431287094950675,0.4470034235715866,0.009043111959472298
18,0.34727101124823095,0.055773578463122246,0.02317749396432191,0.08340649351477623,0.17891325753182172,0.005998578072758391,1.2469145810604096,0.32814147144556044,0.22307789742946624,0.23974375993013383,0.4449070316553116,0.011042874599806964
19,0.42655978694558144,0.07605182951316238,0.021427320396178402,0.18294865913689137,0.1393545308103785,0.006775825867662206,1.2521278750896454,0.3918962632119656,0.11198503011837602,0.3029149731993675,0.4384504759311676,0.006879478516057133
20,0.6090946871787309,0.10330274634063244,0.040120450275717305,0.1620990301668644,0.2952062060777098,0.008364615717437119,1.3031134438514709,0.2771740040183067,0.040098324255086484,0.24665991097688675,0.7301459193229676,0.009033605931326747
21,0.5168182245641947,0.08093233108520508,0.021553079481236637,0.10409266911447049,0.30533826158382,0.0049002302100416275,1.3272909700870514,0.22138501688838005,0.10396256789565086,0.2561067074537277,0.7362353104352951,0.009599694395437836
22,0.46113767847418785,0.083308867495507,0.05322400027653203,0.14281196855008602,0.17652746162144467,0.005263716467889026,1.270449857711792,0.3280950370430946,0.13010434735566379,0.3845703436434269,0.4190244948863983,0.008653962081298231
23,0.4578164241462946,0.07562093181535602,0.024282575063407422,0.11239220779389143,0.24289990609046072,0.0026191262643260414,1.2502610874176026,0.38371374309062956,0.051689076805487275,0.3446706610918045,0.46334575101733205,0.006840180153958499
24,0.34607267431914807,0.06690641773398966,0.016412789712194353,0.07856303390115499,0.17500583753921092,0.009182923244079575,1.3125417423248291,0.24466290652751924,0.19397836301475763,0.19562185272574426,0.663595262169838,0.014681696305051445
25,0.29853176698088646,0.03794396176934242,0.022730707176378928,0.09112001176923513,0.14324603806249797,0.0034893717533941524,1.15298748254776,0.26781915813684465,0.09867297323420644,0.20076587468385695,0.5815874654054641,0.0041403430211357775
26,0.4296420097351074,0.05929236983880401,0.022856548761192242,0.10539246637374163,0.2370695863617584,0.0050293549784692,1.132392168045044,0.2897528213262558,0.06269298547878861,0.39138069048523905,0.38356699407100675,0.004997016012202949
27,0.4507129597663879,0.0846444180328399,0.03326084289874416,0.12484233818948269,0.20422240439802408,0.0037412806961219756,1.2540167272090912,0.30686045497655867,0.10256881798617541,0.2662689609825611,0.5712183201313019,0.0070985124644357715
28,0.21746713638305665,0.044551568612223494,0.0158631905495713,0.08559426624327898,0.06884043355938047,0.0026159898011246696,1.1788970583677292,0.2862079123407602,0.09612178429961205,0.30285630747675896,0.48202654123306277,0.011682842577574775
29,0.4714864167571068,0.07151702594012022,0.030839902626175898,0.1207642213627696,0.24567695604637266,0.002686622926266864,1.1625093615055084,0.2465818177163601,0.06039637941867113,0.23203302532434464,0.612786318063736,0.010710143520263955
30,0.42867743477225306,0.07239897320047022,0.03081494427351572,0.1288472206890583,0.1921023213211447,0.004512269057740923,1.2298907375335693,0.42190380454063414,0.10882266983389854,0.25613400369882583,0.4336094784736633,0.00941910748311784
31,0.32707533448934556,0.054569267807528375,0.030654281333554537,0.09120527345687152,0.14754671841859818,0.003098084130033385,1.0729177701473236,0.24517392963171006,0.0631777296079963,0.3188855481147766,0.43948471069335937,0.006194160700542853
32,0.3248043365776539,0.05616920457221568,0.03616124415857484,0.12468689527362585,0.1024455136153847,0.005339760814385954,1.2453612864017487,0.41206670939922335,0.053159058205783365,0.3538137650489807,0.41678046464920043,0.00953961669234559
33,0.33929322876036166,0.059458005176857114,0.02432074843643932,0.1241017985343933,0.12262460871133954,0.00878634168067947,1.1132482016086578,0.3116470184922218,0.15034822564572095,0.18622570276260375,0.4544616284966469,0.010563924312591552
34,0.3167061773687601,0.05178296245634556,0.03151240873987263,0.10629702519625425,0.12373788464814424,0.003374170458992012,1.071945571899414,0.2195926195383072,0.18658486277796327,0.1706062376499176,0.4814796406030655,0.013680457322625444
35,0.31789219453930856,0.052073301137425004,0.013203189862906584,0.11673902813345194,0.12988616772461684,0.005988771102856845,1.3046818661689759,0.38720078706741334,0.08216587575152516,0.4721368573606014,0.35209695756435394,0.011079597640782595
36,0.2333761678636074,0.04487650137860328,0.025118273454791052,0.07012397892773152,0.09029788501095026,0.002957783902238589,0.8892836034297943,0.23321936756372452,0.06238920353353024,0.1178949698805809,0.4676617854833603,0.008116534622386097
37,0.23727670021355152,0.03459192968904972,0.021523624958354047,0.08269535332918167,0.0946740205027163,0.00379001571360277,1.18646479845047,0.2645526374876499,0.04046170419082046,0.3545869868993759,0.5179396194219589,0.00892205523319717
38,0.20412193082273006,0.026855221895966678,0.006442150287548429,0.07910687725991011,0.08734285180922598,0.00437306702558999,1.0414853978157044,0.221252898350358,0.1577107028476894,0.2796965302526951,0.37314814746379854,0.009675364037393592
39,0.22240002192556857,0.041597916120663284,0.026562988267396576,0.08819752965122461,0.06099952498916537,0.005040308428433491,1.237815489768982,0.3047883566468954,0.11161622274667024,0.286473301500082,0.5231484672427178,0.011787354641128331
40,0.25702213406562807,0.035306479402352126,0.016658821639139204,0.09380958344787359,0.1074844156485051,0.003761074228095822,1.2128218305110932,0.3884125307202339,0.08952490906347521,0.2785876539349556,0.44983452320098877,0.006460443083196879
41,0.28687112107872964,0.04041781679959968,0.022812809080933222,0.08270001977682113,0.13573954396881163,0.005199156643648166,1.0004543781280517,0.203687814027071,0.05022072840481997,0.1738597968220711,0.5648270958662033,0.007857163338921964
42,0.25725166127085686,0.047961373538710175,0.02895675122155808,0.08412117470055819,0.09024473109748214,0.005965847364277579,1.1531115609407425,0.21022374019026757,0.0880373702198267,0.35922071218490603,0.48377836048603057,0.011849584606243297
43,0.24340241007506846,0.028537051752209663,0.020501299336901865,0.07666486449539661,0.11485104854218661,0.0028463516956253442,1.1783891582489014,0.38888769164681436,0.07769093852490187,0.389824845790863,0.31724495530128477,0.004738947306759655
44,0.2692790807783604,0.03769742788281292,0.017425117295642847,0.08247941084206105,0.12570508242584766,0.005970251137623564,1.5446466386318207,0.31031070798635485,0.07493303751572966,0.5221233668923378,0.6161058378219605,0.021171868923120202
45,0.24764592058956622,0.0329302025353536,0.01744863133470062,0.09095592927187682,0.10318361991085112,0.003125738122762414,1.3351392364501953,0.28912686839699747,0.14645488180220126,0.40326319232583047,0.48112899988889696,0.01516352073289454
46,0.2698149462044239,0.04948152647353709,0.01670588611625135,0.10183954009786249,0.09907473415601999,0.0027114537832676434,1.0197233545780182,0.24860093869268896,0.05807527865748852,0.1493714529275894,0.5556015080213547,0.00807238096895162
47,0.22114220812916754,0.03390494572464377,0.025095830087084322,0.07486060235649347,0.08577589253429324,0.001503123368602246,1.1753342127799988,0.2774947655946016,0.1824346371740103,0.28595621064305304,0.41778669238090516,0.011660127236973494
48,0.2019036791473627,0.031465549641288816,0.012219805680651917,0.07286251042038203,0.08271873498219065,0.002635257285000989,1.0725472247600556,0.3034632715582848,0.05473104440607131,0.3089498734474182,0.4016276466846466,0.0037735657268785873
49,0.14306255362927914,0.033596140467561784,0.009993251891573891,0.06770742874592543,0.02989359508268535,0.001870314379048068,1.1800223290920258,0.269304056763649,0.06291367687284946,0.5331507068872452,0.30788140416145326,0.006770658418536186
